id,matchid,player,championid,ss1,ss2,role,position
169,26,1,21,4,3,DUO_CARRY,BOT
170,26,2,89,4,3,DUO_SUPPORT,BOT
171,26,3,99,4,12,SOLO,MID
172,26,4,48,4,12,SOLO,TOP
173,26,5,104,4,11,NONE,JUNGLE
174,26,6,119,4,7,DUO_CARRY,BOT
175,26,7,112,6,4,SOLO,MID
176,26,8,105,12,4,SOLO,TOP
177,26,9,412,4,3,DUO_SUPPORT,BOT
178,26,10,19,4,11,NONE,JUNGLE
179,27,1,89,4,3,DUO_SUPPORT,BOT
180,27,2,67,4,7,DUO_CARRY,BOT
181,27,3,113,11,4,NONE,JUNGLE
182,27,4,61,4,14,SOLO,MID
183,27,5,91,4,12,SOLO,TOP
184,27,6,111,11,4,NONE,JUNGLE
185,27,7,68,12,4,SOLO,TOP
186,27,8,432,4,3,DUO_SUPPORT,BOT
187,27,9,43,4,12,SOLO,MID
188,27,10,18,4,7,DUO_CARRY,BOT
189,28,1,11,4,14,SOLO,TOP
190,28,2,8,6,4,SOLO,MID
191,28,3,53,4,3,DUO_SUPPORT,BOT
192,28,4,119,4,7,DUO_CARRY,BOT
193,28,5,104,4,11,NONE,JUNGLE
194,28,6,64,4,11,NONE,JUNGLE
195,28,7,89,4,3,DUO_SUPPORT,BOT
196,28,8,29,4,7,DUO_CARRY,BOT
197,28,9,114,12,4,SOLO,TOP
198,28,10,238,14,4,SOLO,MID
199,29,1,39,12,4,SOLO,TOP
200,29,2,432,3,4,DUO_SUPPORT,BOT
201,29,3,498,4,7,DUO_CARRY,BOT
202,29,4,84,7,4,SOLO,MID
203,29,5,19,11,4,NONE,JUNGLE
204,29,6,427,4,11,NONE,JUNGLE
205,29,7,21,4,7,DUO_CARRY,BOT
206,29,8,74,12,4,SOLO,TOP
207,29,9,89,4,3,DUO_SUPPORT,BOT
208,29,10,91,4,14,SOLO,MID
209,30,1,201,4,3,DUO_SUPPORT,BOT
210,30,2,80,4,14,SOLO,TOP
211,30,3,222,7,4,DUO_CARRY,BOT
212,30,4,19,4,11,NONE,JUNGLE
213,30,5,99,12,4,SOLO,MID
214,30,6,61,6,4,SOLO,MID
215,30,7,39,4,12,SOLO,TOP
216,30,8,64,4,11,NONE,JUNGLE
217,30,9,143,4,3,DUO_SUPPORT,BOT
218,30,10,498,7,4,DUO_CARRY,BOT
219,31,1,113,4,11,NONE,JUNGLE
220,31,2,497,4,3,DUO_SUPPORT,BOT
221,31,3,4,4,6,SOLO,MID
222,31,4,498,4,7,DUO_CARRY,BOT
223,31,5,41,4,12,SOLO,TOP
224,31,6,201,4,3,DUO_SUPPORT,BOT
225,31,7,19,4,11,NONE,JUNGLE
226,31,8,429,4,7,DUO_CARRY,BOT
227,31,9,99,21,4,SOLO,MID
228,31,10,114,4,12,SOLO,TOP
229,32,1,64,11,4,NONE,JUNGLE
230,32,2,40,3,4,DUO_SUPPORT,BOT
231,32,3,51,4,7,DUO_CARRY,BOT
232,32,4,55,4,14,SOLO,MID
233,32,5,122,12,4,SOLO,TOP
234,32,6,29,7,4,DUO_CARRY,BOT
235,32,7,157,12,4,SOLO,TOP
236,32,8,53,4,3,DUO_SUPPORT,BOT
237,32,9,6,12,4,SOLO,MID
238,32,10,19,4,11,NONE,JUNGLE
239,33,1,121,4,11,NONE,JUNGLE
240,33,2,240,12,4,SOLO,TOP
241,33,3,202,4,7,DUO_CARRY,BOT
242,33,4,201,3,4,DUO_SUPPORT,BOT
243,33,5,61,21,4,SOLO,MID
244,33,6,23,12,4,SOLO,TOP
245,33,7,238,4,14,SOLO,MID
246,33,8,25,4,14,DUO_SUPPORT,BOT
247,33,9,17,7,4,DUO_CARRY,BOT
248,33,10,19,4,11,NONE,JUNGLE
249,34,1,19,4,11,NONE,JUNGLE
250,34,2,238,4,14,SOLO,MID
251,34,3,12,3,4,DUO_SUPPORT,BOT
252,34,4,245,12,4,SOLO,TOP
253,34,5,236,4,7,DUO_CARRY,BOT
254,34,6,110,7,4,DUO_CARRY,BOT
255,34,7,28,4,11,NONE,JUNGLE
256,34,8,58,4,14,SOLO,TOP
257,34,9,412,3,4,DUO_SUPPORT,BOT
258,34,10,115,12,4,SOLO,MID
259,35,1,19,6,11,NONE,JUNGLE
260,35,2,25,4,14,DUO_SUPPORT,BOT
261,35,3,41,4,12,SOLO,TOP
262,35,4,21,7,4,DUO_CARRY,BOT
263,35,5,3,14,4,SOLO,MID
264,35,6,201,3,4,DUO_SUPPORT,BOT
265,35,7,236,7,4,DUO_CARRY,BOT
266,35,8,105,4,14,SOLO,MID
267,35,9,2,4,11,NONE,JUNGLE
268,35,10,85,4,12,SOLO,TOP
269,36,1,412,4,3,DUO_SUPPORT,BOT
270,36,2,86,14,4,SOLO,TOP
271,36,3,51,4,7,DUO_CARRY,BOT
272,36,4,105,11,4,NONE,JUNGLE
273,36,5,1,4,14,SOLO,MID
274,36,6,19,4,11,NONE,JUNGLE
275,36,7,236,7,4,DUO_CARRY,BOT
276,36,8,41,4,12,SOLO,TOP
277,36,9,44,3,4,DUO_SUPPORT,BOT
278,36,10,38,12,4,SOLO,MID
279,37,1,25,3,4,DUO_SUPPORT,BOT
280,37,2,64,11,4,NONE,JUNGLE
281,37,3,157,4,12,SOLO,TOP
282,37,4,238,14,4,SOLO,MID
283,37,5,222,4,7,DUO_CARRY,BOT
284,37,6,121,4,11,NONE,JUNGLE
285,37,7,10,4,12,SOLO,TOP
286,37,8,31,4,12,SOLO,MID
287,37,9,81,4,7,DUO_CARRY,BOT
288,37,10,37,4,3,DUO_SUPPORT,BOT
289,38,1,61,4,14,SOLO,MID
290,38,2,498,4,7,DUO_CARRY,TOP
291,38,3,497,4,3,DUO_SUPPORT,TOP
292,38,4,40,1,6,NONE,JUNGLE
293,38,5,19,4,11,NONE,JUNGLE
294,38,6,11,11,4,NONE,JUNGLE
295,38,7,31,4,12,SOLO,TOP
296,38,8,63,3,4,DUO_SUPPORT,BOT
297,38,9,1,3,4,SOLO,MID
298,38,10,51,7,4,DUO_CARRY,BOT
299,39,1,498,4,7,DUO,BOT
300,39,2,99,4,21,SOLO,MID
301,39,3,111,4,3,DUO,BOT
302,39,4,23,11,4,NONE,JUNGLE
303,39,5,133,14,4,SOLO,TOP
304,39,6,114,4,12,SOLO,TOP
305,39,7,121,4,11,NONE,JUNGLE
306,39,8,22,4,7,DUO_CARRY,BOT
307,39,9,8,14,4,SOLO,MID
308,39,10,37,4,3,DUO_SUPPORT,BOT
309,40,1,114,4,12,SOLO,TOP
310,40,2,2,11,6,NONE,JUNGLE
311,40,3,99,14,4,SOLO,MID
312,40,4,51,7,4,DUO_CARRY,BOT
313,40,5,267,3,4,DUO_SUPPORT,BOT
314,40,6,39,4,14,SOLO,TOP
315,40,7,74,14,4,SOLO,MID
316,40,8,126,4,7,DUO_CARRY,BOT
317,40,9,412,3,4,DUO_SUPPORT,BOT
318,40,10,19,4,11,NONE,JUNGLE
319,41,1,104,4,11,NONE,JUNGLE
320,41,2,54,4,12,SOLO,TOP
321,41,3,3,4,3,DUO_SUPPORT,BOT
322,41,4,61,4,21,SOLO,MID
323,41,5,222,4,7,DUO_CARRY,BOT
324,41,6,103,14,4,SOLO,MID
325,41,7,236,4,7,DUO_CARRY,BOT
326,41,8,114,4,12,SOLO,TOP
327,41,9,60,11,4,NONE,JUNGLE
328,41,10,89,4,3,DUO_SUPPORT,BOT
329,42,1,5,4,11,NONE,JUNGLE
330,42,2,103,4,14,SOLO,MID
331,42,3,222,7,4,DUO_CARRY,BOT
332,42,4,92,12,4,SOLO,TOP
333,42,5,43,4,3,DUO_SUPPORT,BOT
334,42,6,15,7,4,DUO_CARRY,BOT
335,42,7,497,3,4,DUO_SUPPORT,BOT
336,42,8,157,12,4,SOLO,TOP
337,42,9,254,11,4,NONE,JUNGLE
338,42,10,99,4,21,SOLO,MID
339,43,1,81,7,4,DUO_CARRY,BOT
340,43,2,103,4,14,SOLO,MID
341,43,3,27,6,12,SOLO,TOP
342,43,4,37,4,3,DUO_SUPPORT,BOT
343,43,5,113,11,4,NONE,JUNGLE
344,43,6,21,7,4,DUO_CARRY,BOT
345,43,7,106,4,11,NONE,JUNGLE
346,43,8,86,4,12,SOLO,TOP
347,43,9,53,3,4,DUO_SUPPORT,BOT
348,43,10,38,12,4,SOLO,MID
349,44,1,85,4,12,SOLO,TOP
350,44,2,19,4,11,NONE,JUNGLE
351,44,3,131,14,4,SOLO,MID
352,44,4,78,4,3,DUO,BOT
353,44,5,498,7,4,DUO,BOT
354,44,6,122,12,4,SOLO,TOP
355,44,7,119,7,4,DUO_CARRY,MID
356,44,8,25,3,4,SOLO,BOT
357,44,9,113,4,11,NONE,JUNGLE
358,44,10,51,4,7,DUO_SUPPORT,MID
359,45,1,1,4,14,DUO_SUPPORT,BOT
360,45,2,22,4,7,DUO_CARRY,BOT
361,45,3,11,6,11,NONE,JUNGLE
362,45,4,75,12,4,SOLO,TOP
363,45,5,8,4,14,SOLO,MID
364,45,6,19,4,11,NONE,JUNGLE
365,45,7,236,4,7,DUO_CARRY,BOT
366,45,8,412,4,3,DUO_SUPPORT,BOT
367,45,9,105,14,12,SOLO,TOP
368,45,10,3,4,12,SOLO,MID
369,46,1,164,4,12,SOLO,TOP
370,46,2,103,4,14,SOLO,MID
371,46,3,21,4,7,DUO_CARRY,BOT
372,46,4,111,14,4,DUO_SUPPORT,BOT
373,46,5,19,4,11,NONE,JUNGLE
374,46,6,76,4,11,NONE,JUNGLE
375,46,7,89,4,3,DUO_SUPPORT,BOT
376,46,8,236,4,7,DUO_CARRY,BOT
377,46,9,39,14,4,SOLO,TOP
378,46,10,161,4,21,SOLO,MID
379,47,1,84,4,11,NONE,JUNGLE
380,47,2,245,4,12,SOLO,MID
381,47,3,62,4,14,SOLO,TOP
382,47,4,44,4,3,DUO_SUPPORT,BOT
383,47,5,236,7,4,DUO_CARRY,BOT
384,47,6,21,4,7,DUO_CARRY,BOT
385,47,7,16,4,3,DUO_SUPPORT,BOT
386,47,8,19,4,11,NONE,JUNGLE
387,47,9,90,4,14,SOLO,MID
388,47,10,23,4,12,SOLO,TOP
389,48,1,24,12,4,SOLO,TOP
390,48,2,498,4,7,DUO,BOT
391,48,3,412,3,4,DUO,BOT
392,48,4,19,4,11,NONE,JUNGLE
393,48,5,134,4,14,SOLO,MID
394,48,6,55,4,14,SOLO,MID
395,48,7,37,4,14,DUO_SUPPORT,BOT
396,48,8,119,4,7,DUO_CARRY,BOT
397,48,9,98,12,4,SOLO,TOP
398,48,10,111,11,4,NONE,JUNGLE
399,49,1,134,4,14,SOLO,MID
400,49,2,86,12,4,SOLO,TOP
401,49,3,22,7,4,NONE,JUNGLE
402,49,4,19,4,11,NONE,JUNGLE
403,49,5,12,4,3,NONE,JUNGLE
404,49,6,31,4,11,NONE,JUNGLE
405,49,7,61,4,21,SOLO,MID
406,49,8,114,4,12,SOLO,TOP
407,49,9,67,4,7,DUO,BOT
408,49,10,43,4,3,DUO,BOT
409,50,1,25,4,3,DUO_SUPPORT,BOT
410,50,2,19,4,11,NONE,JUNGLE
411,50,3,51,7,4,DUO_CARRY,BOT
412,50,4,420,12,4,SOLO,TOP
413,50,5,127,4,12,SOLO,MID
414,50,6,113,4,11,NONE,JUNGLE
415,50,7,134,4,14,SOLO,MID
416,50,8,222,7,4,DUO_CARRY,BOT
417,50,9,98,4,3,DUO_SUPPORT,BOT
418,50,10,58,4,12,NONE,JUNGLE
419,51,1,56,4,11,NONE,JUNGLE
420,51,2,67,4,7,DUO_CARRY,BOT
421,51,3,201,3,4,DUO_SUPPORT,BOT
422,51,4,157,4,14,SOLO,MID
423,51,5,55,4,14,SOLO,TOP
424,51,6,498,7,4,DUO_CARRY,BOT
425,51,7,99,4,3,SOLO,MID
426,51,8,107,4,11,NONE,JUNGLE
427,51,9,78,4,12,SOLO,TOP
428,51,10,25,4,3,DUO_SUPPORT,BOT
429,52,1,45,4,21,SOLO,MID
430,52,2,17,4,11,NONE,JUNGLE
431,52,3,136,3,4,DUO_SUPPORT,BOT
432,52,4,67,4,7,DUO_CARRY,BOT
433,52,5,114,12,4,SOLO,TOP
434,52,6,29,4,7,DUO_CARRY,BOT
435,52,7,43,4,21,NONE,JUNGLE
436,52,8,150,4,12,SOLO,TOP
437,52,9,19,4,11,NONE,JUNGLE
438,52,10,412,14,4,DUO_SUPPORT,BOT
439,53,1,25,4,3,DUO_SUPPORT,BOT
440,53,2,55,4,14,NONE,JUNGLE
441,53,3,31,12,4,SOLO,TOP
442,53,4,72,11,4,NONE,JUNGLE
443,53,5,51,7,4,DUO_CARRY,BOT
444,53,6,236,4,7,DUO_CARRY,BOT
445,53,7,122,4,14,SOLO,TOP
446,53,8,268,3,4,SOLO,MID
447,53,9,19,4,11,NONE,JUNGLE
448,53,10,117,4,3,DUO_SUPPORT,BOT
449,54,1,83,12,4,NONE,JUNGLE
450,54,2,17,4,14,SOLO,TOP
451,54,3,81,7,4,DUO_CARRY,BOT
452,54,4,64,4,11,NONE,JUNGLE
453,54,5,111,4,3,DUO_SUPPORT,BOT
454,54,6,53,4,14,DUO_SUPPORT,BOT
455,54,7,19,4,11,NONE,JUNGLE
456,54,8,2,12,6,SOLO,TOP
457,54,9,103,4,14,SOLO,MID
458,54,10,110,4,7,DUO_CARRY,BOT
459,55,1,245,4,14,SOLO,MID
460,55,2,19,4,11,NONE,JUNGLE
461,55,3,150,4,12,SOLO,TOP
462,55,4,67,4,7,DUO_CARRY,BOT
463,55,5,117,3,4,DUO_SUPPORT,BOT
464,55,6,53,4,3,DUO_SUPPORT,BOT
465,55,7,222,4,7,DUO_CARRY,BOT
466,55,8,75,12,4,SOLO,TOP
467,55,9,154,4,11,NONE,JUNGLE
468,55,10,14,14,4,SOLO,MID
469,56,1,38,4,12,DUO,MID
470,56,2,111,3,4,SOLO,BOT
471,56,3,122,4,12,SOLO,TOP
472,56,4,29,7,4,DUO,MID
473,56,5,19,4,11,NONE,JUNGLE
474,56,6,254,11,4,NONE,BOT
475,56,7,23,12,4,SOLO,TOP
476,56,8,45,4,21,SOLO,MID
477,56,9,412,3,4,NONE,BOT
478,56,10,498,7,4,NONE,BOT
479,57,1,25,4,12,SOLO,MID
480,57,2,14,4,12,SOLO,TOP
481,57,3,432,4,14,DUO_SUPPORT,BOT
482,57,4,19,4,11,NONE,JUNGLE
483,57,5,51,7,4,DUO_CARRY,BOT
484,57,6,22,4,7,DUO_CARRY,BOT
485,57,7,113,4,11,NONE,JUNGLE
486,57,8,238,4,14,SOLO,MID
487,57,9,31,12,4,SOLO,TOP
488,57,10,16,12,4,DUO_SUPPORT,BOT
489,58,1,79,4,12,SOLO,TOP
490,58,2,43,4,3,DUO_SUPPORT,BOT
491,58,3,85,4,14,SOLO,MID
492,58,4,51,4,7,DUO_CARRY,BOT
493,58,5,24,4,11,NONE,JUNGLE
494,58,6,19,4,11,NONE,JUNGLE
495,58,7,236,4,7,DUO_CARRY,BOT
496,58,8,111,3,4,DUO_SUPPORT,BOT
497,58,9,103,4,14,SOLO,MID
498,58,10,31,12,4,SOLO,TOP
499,59,1,127,12,4,SOLO,TOP
500,59,2,63,4,3,DUO_SUPPORT,BOT
501,59,3,21,4,7,DUO_CARRY,BOT
502,59,4,25,4,14,SOLO,MID
503,59,5,19,4,11,NONE,JUNGLE
504,59,6,412,3,4,DUO_SUPPORT,BOT
505,59,7,119,4,7,DUO_CARRY,BOT
506,59,8,64,4,11,NONE,JUNGLE
507,59,9,164,4,12,SOLO,TOP
508,59,10,38,12,4,SOLO,MID
509,60,1,105,4,12,SOLO,TOP
510,60,2,81,4,7,DUO_CARRY,BOT
511,60,3,89,4,3,DUO_SUPPORT,BOT
512,60,4,120,6,11,NONE,JUNGLE
513,60,5,61,4,14,SOLO,MID
514,60,6,112,14,4,SOLO,MID
515,60,7,29,4,7,DUO_CARRY,BOT
516,60,8,117,4,3,DUO_SUPPORT,BOT
517,60,9,83,12,4,SOLO,TOP
518,60,10,19,4,11,NONE,JUNGLE
519,61,1,77,4,12,SOLO,TOP
520,61,2,32,11,4,NONE,JUNGLE
521,61,3,21,7,4,DUO_CARRY,BOT
522,61,4,99,14,4,SOLO,MID
523,61,5,16,3,4,DUO_SUPPORT,BOT
524,61,6,4,1,4,SOLO,MID
525,61,7,126,4,12,SOLO,TOP
526,61,8,26,3,4,DUO,BOT
527,61,9,8,4,14,DUO,BOT
528,61,10,64,4,11,NONE,JUNGLE
529,62,1,89,4,3,DUO_SUPPORT,BOT
530,62,2,21,7,4,DUO_CARRY,BOT
531,62,3,77,4,12,SOLO,TOP
532,62,4,11,6,11,NONE,JUNGLE
533,62,5,157,4,14,SOLO,MID
534,62,6,238,14,4,SOLO,MID
535,62,7,5,4,11,NONE,JUNGLE
536,62,8,83,4,12,SOLO,TOP
537,62,9,236,7,4,DUO_CARRY,BOT
538,62,10,201,4,3,DUO_SUPPORT,BOT
539,63,1,119,4,7,DUO_CARRY,BOT
540,63,2,99,3,4,DUO_SUPPORT,BOT
541,63,3,154,4,11,NONE,JUNGLE
542,63,4,115,4,21,SOLO,MID
543,63,5,77,4,14,SOLO,TOP
544,63,6,38,4,14,SOLO,MID
545,63,7,5,4,11,NONE,JUNGLE
546,63,8,23,4,12,SOLO,TOP
547,63,9,18,4,7,DUO_CARRY,BOT
548,63,10,117,3,4,DUO_SUPPORT,BOT
549,64,1,19,4,11,NONE,JUNGLE
550,64,2,119,4,7,DUO_CARRY,BOT
551,64,3,10,4,12,SOLO,TOP
552,64,4,163,4,14,SOLO,MID
553,64,5,25,4,3,DUO_SUPPORT,BOT
554,64,6,412,3,4,DUO_SUPPORT,BOT
555,64,7,113,4,11,NONE,JUNGLE
556,64,8,61,4,21,SOLO,MID
557,64,9,67,4,7,DUO_CARRY,BOT
558,64,10,58,4,12,SOLO,TOP
559,65,1,64,4,11,NONE,JUNGLE
560,65,2,236,4,7,DUO_CARRY,BOT
561,65,3,84,4,14,SOLO,TOP
562,65,4,12,4,3,DUO_SUPPORT,BOT
563,65,5,61,1,4,SOLO,MID
564,65,6,86,12,4,SOLO,TOP
565,65,7,99,3,4,SOLO,MID
566,65,8,412,3,4,DUO_SUPPORT,BOT
567,65,9,19,4,11,NONE,JUNGLE
568,65,10,67,4,7,DUO_CARRY,BOT
569,66,1,23,12,4,SOLO,TOP
570,66,2,69,4,1,SOLO,MID
571,66,3,24,4,11,NONE,JUNGLE
572,66,4,498,7,4,DUO_CARRY,BOT
573,66,5,412,14,4,DUO_SUPPORT,BOT
574,66,6,63,4,3,DUO_SUPPORT,BOT
575,66,7,107,11,4,NONE,JUNGLE
576,66,8,5,4,12,SOLO,TOP
577,66,9,22,7,4,DUO_CARRY,BOT
578,66,10,99,4,21,SOLO,MID
579,67,1,24,12,4,SOLO,TOP
580,67,2,89,4,3,DUO_SUPPORT,BOT
581,67,3,51,7,4,DUO_CARRY,BOT
582,67,4,28,4,11,NONE,JUNGLE
583,67,5,1,4,14,SOLO,MID
584,67,6,222,4,7,DUO_CARRY,BOT
585,67,7,497,4,3,DUO_SUPPORT,BOT
586,67,8,19,4,11,NONE,JUNGLE
587,67,9,54,12,4,SOLO,TOP
588,67,10,69,3,4,SOLO,MID
589,68,1,68,12,4,SOLO,TOP
590,68,2,497,14,4,DUO_SUPPORT,BOT
591,68,3,19,4,11,NONE,JUNGLE
592,68,4,69,14,4,SOLO,MID
593,68,5,498,4,7,DUO_CARRY,BOT
594,68,6,81,4,7,DUO_CARRY,BOT
595,68,7,432,12,4,SOLO,TOP
596,68,8,32,4,11,NONE,JUNGLE
597,68,9,34,4,14,SOLO,MID
598,68,10,117,4,3,DUO_SUPPORT,BOT
599,69,1,40,4,3,DUO_SUPPORT,BOT
600,69,2,51,4,7,DUO_CARRY,BOT
601,69,3,245,14,4,SOLO,MID
602,69,4,254,11,4,NONE,JUNGLE
603,69,5,98,12,4,SOLO,TOP
604,69,6,43,4,3,DUO_SUPPORT,BOT
605,69,7,67,4,7,DUO_CARRY,BOT
606,69,8,105,14,4,SOLO,MID
607,69,9,157,12,4,SOLO,TOP
608,69,10,121,4,7,NONE,JUNGLE
609,70,1,96,4,7,DUO_CARRY,BOT
610,70,2,238,14,4,SOLO,MID
611,70,3,32,4,11,NONE,JUNGLE
612,70,4,117,3,4,DUO_SUPPORT,BOT
613,70,5,86,12,4,SOLO,TOP
614,70,6,99,4,21,SOLO,MID
615,70,7,89,4,3,DUO,BOT
616,70,8,19,4,11,NONE,JUNGLE
617,70,9,92,4,12,SOLO,TOP
618,70,10,429,4,7,DUO,BOT
619,71,1,163,4,21,SOLO,MID
620,71,2,67,4,7,DUO_CARRY,BOT
621,71,3,240,4,12,SOLO,TOP
622,71,4,106,4,11,NONE,JUNGLE
623,71,5,161,4,3,DUO_SUPPORT,BOT
624,71,6,99,4,21,SOLO,MID
625,71,7,56,4,11,NONE,JUNGLE
626,71,8,3,3,4,DUO_SUPPORT,BOT
627,71,9,429,4,7,DUO_CARRY,BOT
628,71,10,83,12,4,SOLO,TOP
629,72,1,3,4,11,NONE,JUNGLE
630,72,2,63,4,3,SOLO,MID
631,72,3,412,4,14,DUO_SUPPORT,BOT
632,72,4,81,4,7,DUO_CARRY,BOT
633,72,5,58,12,4,SOLO,TOP
634,72,6,51,4,7,DUO_CARRY,BOT
635,72,7,497,4,3,DUO_SUPPORT,BOT
636,72,8,85,4,12,SOLO,TOP
637,72,9,11,4,11,NONE,JUNGLE
638,72,10,238,14,4,SOLO,MID
639,73,1,5,4,11,NONE,JUNGLE
640,73,2,58,4,12,SOLO,TOP
641,73,3,238,4,14,SOLO,MID
642,73,4,236,4,7,DUO_CARRY,BOT
643,73,5,25,4,3,DUO_SUPPORT,BOT
644,73,6,61,4,3,SOLO,MID
645,73,7,67,7,4,DUO_CARRY,BOT
646,73,8,121,4,11,NONE,JUNGLE
647,73,9,92,4,12,SOLO,TOP
648,73,10,497,3,4,DUO_SUPPORT,BOT
649,74,1,10,4,14,SOLO,MID
650,74,2,96,4,11,NONE,JUNGLE
651,74,3,35,12,14,SOLO,TOP
652,74,4,412,14,4,DUO_SUPPORT,BOT
653,74,5,110,4,7,DUO_CARRY,BOT
654,74,6,498,4,7,DUO_CARRY,BOT
655,74,7,497,4,7,DUO_SUPPORT,BOT
656,74,8,84,12,4,SOLO,TOP
657,74,9,101,4,12,SOLO,MID
658,74,10,64,11,4,NONE,JUNGLE
659,75,1,13,4,3,SOLO,MID
660,75,2,56,4,11,NONE,JUNGLE
661,75,3,201,4,3,DUO_SUPPORT,BOT
662,75,4,157,4,12,SOLO,TOP
663,75,5,498,4,7,DUO_CARRY,BOT
664,75,6,104,11,4,NONE,JUNGLE
665,75,7,54,12,4,SOLO,TOP
666,75,8,238,4,14,SOLO,MID
667,75,9,89,4,3,DUO_SUPPORT,BOT
668,75,10,236,4,7,DUO_CARRY,BOT
669,76,1,115,21,4,SOLO,MID
670,76,2,22,4,7,DUO_CARRY,BOT
671,76,3,497,4,3,DUO_SUPPORT,BOT
672,76,4,78,4,11,NONE,JUNGLE
673,76,5,58,4,14,SOLO,TOP
674,76,6,48,12,4,SOLO,TOP
675,76,7,127,4,12,DUO_CARRY,MID
676,76,8,143,4,3,DUO_SUPPORT,BOT
677,76,9,236,7,4,DUO_CARRY,BOT
678,76,10,64,4,11,DUO_SUPPORT,MID
679,77,1,103,4,14,SOLO,MID
680,77,2,96,4,7,DUO_CARRY,BOT
681,77,3,104,4,11,NONE,JUNGLE
682,77,4,7,12,4,SOLO,TOP
683,77,5,117,4,3,DUO_SUPPORT,BOT
684,77,6,161,4,14,SOLO,MID
685,77,7,236,4,7,DUO_CARRY,BOT
686,77,8,143,4,3,DUO_SUPPORT,BOT
687,77,9,150,12,4,SOLO,TOP
688,77,10,64,4,11,NONE,JUNGLE
689,78,1,67,4,7,DUO_CARRY,BOT
690,78,2,28,11,14,NONE,JUNGLE
691,78,3,99,4,21,SOLO,MID
692,78,4,48,4,12,SOLO,TOP
693,78,5,53,3,4,DUO_SUPPORT,BOT
694,78,6,412,4,3,DUO_SUPPORT,BOT
695,78,7,98,4,12,SOLO,TOP
696,78,8,7,4,14,SOLO,MID
697,78,9,236,7,4,DUO_CARRY,BOT
698,78,10,104,4,11,NONE,JUNGLE
699,79,1,122,6,12,SOLO,TOP
700,79,2,9,11,4,NONE,JUNGLE
701,79,3,51,4,7,DUO_CARRY,BOT
702,79,4,134,4,21,SOLO,MID
703,79,5,43,4,14,DUO_SUPPORT,BOT
704,79,6,21,3,4,DUO_SUPPORT,BOT
705,79,7,103,4,14,SOLO,MID
706,79,8,11,4,11,NONE,JUNGLE
707,79,9,498,7,4,DUO_CARRY,BOT
708,79,10,31,4,12,SOLO,TOP
709,80,1,420,12,4,SOLO,TOP
710,80,2,43,4,14,SOLO,MID
711,80,3,236,4,7,DUO_CARRY,BOT
712,80,4,143,4,14,DUO_SUPPORT,BOT
713,80,5,11,4,11,NONE,JUNGLE
714,80,6,222,4,7,DUO_CARRY,BOT
715,80,7,3,4,12,SOLO,TOP
716,80,8,91,4,14,SOLO,MID
717,80,9,106,11,4,NONE,JUNGLE
718,80,10,497,4,3,DUO_SUPPORT,BOT
719,81,1,497,3,4,DUO_SUPPORT,BOT
720,81,2,114,4,12,SOLO,TOP
721,81,3,112,4,14,SOLO,MID
722,81,4,104,4,11,NONE,JUNGLE
723,81,5,51,4,7,DUO_CARRY,BOT
724,81,6,24,11,6,NONE,JUNGLE
725,81,7,157,4,12,SOLO,TOP
726,81,8,43,14,4,DUO_SUPPORT,BOT
727,81,9,202,4,7,DUO_CARRY,BOT
728,81,10,8,14,4,SOLO,MID
729,82,1,427,11,4,NONE,JUNGLE
730,82,2,103,4,14,SOLO,MID
731,82,3,67,4,7,DUO_CARRY,BOT
732,82,4,99,4,3,DUO_SUPPORT,BOT
733,82,5,19,4,12,SOLO,TOP
734,82,6,61,4,21,SOLO,MID
735,82,7,86,12,4,SOLO,TOP
736,82,8,497,4,3,DUO_SUPPORT,BOT
737,82,9,498,7,4,DUO_CARRY,BOT
738,82,10,64,4,11,NONE,JUNGLE
739,83,1,412,4,3,DUO,BOT
740,83,2,222,4,7,DUO,BOT
741,83,3,11,4,11,NONE,JUNGLE
742,83,4,105,12,14,SOLO,TOP
743,83,5,29,4,7,SOLO,MID
744,83,6,24,4,14,SOLO,TOP
745,83,7,5,4,11,NONE,JUNGLE
746,83,8,38,4,12,SOLO,MID
747,83,9,81,7,4,DUO_CARRY,BOT
748,83,10,16,4,3,DUO_SUPPORT,BOT
749,84,1,43,3,4,DUO_SUPPORT,BOT
750,84,2,134,6,4,SOLO,MID
751,84,3,119,7,4,DUO_CARRY,BOT
752,84,4,24,12,4,SOLO,TOP
753,84,5,35,14,11,NONE,JUNGLE
754,84,6,53,4,3,DUO,BOT
755,84,7,91,4,14,SOLO,MID
756,84,8,107,4,11,NONE,JUNGLE
757,84,9,105,14,4,SOLO,TOP
758,84,10,18,7,4,DUO,BOT
759,85,1,21,7,4,DUO_CARRY,BOT
760,85,2,91,4,14,SOLO,MID
761,85,3,64,11,4,NONE,JUNGLE
762,85,4,89,4,3,DUO_SUPPORT,BOT
763,85,5,23,14,6,SOLO,TOP
764,85,6,157,12,4,SOLO,MID
765,85,7,68,12,4,SOLO,TOP
766,85,8,59,11,4,NONE,JUNGLE
767,85,9,3,4,7,DUO,BOT
768,85,10,119,4,14,DUO,BOT
769,86,1,91,4,14,NONE,JUNGLE
770,86,2,81,4,7,DUO_CARRY,BOT
771,86,3,11,4,11,NONE,JUNGLE
772,86,4,17,4,12,NONE,JUNGLE
773,86,5,25,3,4,DUO_SUPPORT,BOT
774,86,6,19,4,11,NONE,JUNGLE
775,86,7,498,4,7,DUO_CARRY,BOT
